entry_name,site_name,plot_name,pro_name,flx_name,flx_lat,flx_long,flx_obs_date_y,flx_obs_date_m,flx_obs_date_d,flx_pathway,flx_pathway_note,flx_analyte,flx_ecosystem_component,flx_method,flx_method_note,flx_storage_method,flx_duration,flx_duration_units,flx_keeling_plot,flx_atm_correction,flx_source_temp,flx_source_O2,flx_source_H2O,flx_rate,flx_rate_sd,flx_rate_units,flx_13c,flx_13c_sd,flx_rc_lab,flx_rc_lab_number,flx_rc_year,flx_14c,flx_14c_sigma,flx_14c_sd,flx_fraction_modern,flx_fraction_modern_sigma,flx_fraction_modern_sd,,,
Gaudinski_2001,Howland Forest,2,Tower Pit,Tower Pit_2_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.51,,µmol m-2 s-1,,,UCI,3327,,118.1815348,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.23,,µmol m-2 s-1,,,UCI,3479,,98.88899855,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,8.45,,µmol m-2 s-1,,,UCI,3480,,107.0610102,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.55,,µmol m-2 s-1,,,UCI,3481,,226.6605731,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1998917,,,1998,9,17,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.90,,µmol m-2 s-1,,,UCI,3571,,110.9344231,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1998917,,,1998,9,17,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.38,,µmol m-2 s-1,,,UCI,3572,,98.35796161,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.65,,µmol m-2 s-1,,,UCI,3570,,124.6484722,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_19981019,,,1998,10,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.42,,µmol m-2 s-1,,,UCI,3618,,127.2562456,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_19981019,,,1998,10,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.45,,µmol m-2 s-1,,,UCI,3619,,123.1562953,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_19981019,,,1998,10,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.32,,µmol m-2 s-1,,,UCI,3620,,131.0639707,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1998429,,,1998,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.84,,µmol m-2 s-1,,,UCI,4631,,133.9178971,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1998429,,,1998,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.01,,µmol m-2 s-1,,,UCI,4632,,119.0599663,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1998429,,,1998,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.42,,µmol m-2 s-1,,,UCI,4633,,137.8073246,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_199868,,,1998,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.84,,µmol m-2 s-1,,,UCI,4686,,108.4967583,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_199868,,,1998,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,7.33,,µmol m-2 s-1,,,UCI,4687,,108.2221182,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_199868,,,1998,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.74,,µmol m-2 s-1,,,UCI,4688,,116.8047863,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1998712,,,1998,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,5.15,,µmol m-2 s-1,,,UCI,4798,,109.4221346,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.21,,µmol m-2 s-1,,,UCI,4799,,95.92047454,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,9.27,,µmol m-2 s-1,,,UCI,4800,,123.8512535,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,6.41,,µmol m-2 s-1,,,UCI,4210,,105.9164149,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,5.04,,µmol m-2 s-1,,,UCI,4211,,106.2235335,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.20,,µmol m-2 s-1,,,UCI,4212,,108.1610527,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_1999101,,,1999,10,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,7.92,,µmol m-2 s-1,,,UCI,4371,,124.7526797,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_1999101,,,1999,10,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.54,,µmol m-2 s-1,,,UCI,4372,,112.3569621,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_1999101,,,1999,10,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.86,,µmol m-2 s-1,,,UCI,4373,,132.347408,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Pit,Tower Pit_3_2000519,,,2000,5,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.01,,µmol m-2 s-1,,,UCI,5425,,131.3973551,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_2000519,,,2000,5,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.88,,µmol m-2 s-1,,,UCI,5426,,121.2889089,,,,,,,,
Gaudinski_2001,Howland Forest,8,Tower Pit,Tower Pit_8_2000520,,,2000,5,20,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.78,,µmol m-2 s-1,,,UCI,5427,,130.9444726,,,,,,,,
Gaudinski_2001,Howland Forest,1,Tower Pit,Tower Pit_1_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,UCI,10961,,97,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Pit,Tower Pit_5_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,UCI,10962,,71,,,,,,,,
Gaudinski_2001,Howland Forest,7,Tower Pit,Tower Pit_7_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,UCI,10963,,79,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_199863,,,1998,6,3,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.06,,µmol m-2 s-1,,,UCI,3285,,138.6105642,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_199863,,,1998,6,3,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.40,,µmol m-2 s-1,,,UCI,3286,,148.6837731,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.83,,µmol m-2 s-1,,,UCI,3328,,157.5824355,,,,,,,,
Gaudinski_2001,Howland Forest,4,Nutrient Control Pit,Nutrient Control Pit_4_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.05,,µmol m-2 s-1,,,UCI,3329,,144.3419994,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,6.10,,µmol m-2 s-1,,,UCI,3330,,150.3412846,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.44,,µmol m-2 s-1,,,UCI,3478,,105.1390475,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.92,,µmol m-2 s-1,,,UCI,3574,,100.7096759,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.53,,µmol m-2 s-1,,,UCI,3575,,86.38365549,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.15,,µmol m-2 s-1,,,UCI,3576,,97.20225743,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_19981019,,,1998,10,19,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.26,,µmol m-2 s-1,,,UCI,3625,,102.9830188,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_1999429,,,1999,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.83,,µmol m-2 s-1,,,UCI,4628,,118.8481216,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_1999429,,,1999,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.99,,µmol m-2 s-1,,,UCI,4629,,139.8725375,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_1999429,,,1999,4,29,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.69,,µmol m-2 s-1,,,UCI,4630,,119.9692452,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.58,,µmol m-2 s-1,,,UCI,4682,,123.1102683,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.60,,µmol m-2 s-1,,,UCI,4683,,102.3738349,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,5.53,,µmol m-2 s-1,,,UCI,4684,,122.1553887,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.13,,µmol m-2 s-1,,,UCI,4801,,113.4916133,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.66,,µmol m-2 s-1,,,UCI,4802,,118.4202584,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.27,,µmol m-2 s-1,,,UCI,4803,,117.5953287,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,6.32,,µmol m-2 s-1,,,UCI,4206,,113.4088493,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,5.83,,µmol m-2 s-1,,,UCI,4208,,100.8020162,,,,,,,,
Gaudinski_2001,Howland Forest,2,Nutrient Control Pit,Nutrient Control Pit_2_2000520,,,2000,5,20,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,µmol m-2 s-1,,,UCI,5429,,94.76584527,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_2000520,,,2000,5,20,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,µmol m-2 s-1,,,UCI,5430,,120.8160419,,,,,,,,
Gaudinski_2001,Howland Forest,5,Nutrient Control Pit,Nutrient Control Pit_5_2000520,,,2000,5,20,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.80,,µmol m-2 s-1,,,UCI,5434,,147.4101086,,,,,,,,
Gaudinski_2001,Howland Forest,1,Nutrient Control Pit,Nutrient Control Pit_1_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,,10964,,93,,,,,,,,
Gaudinski_2001,Howland Forest,3,Nutrient Control Pit,Nutrient Control Pit_3_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,,10965,,95,,,,,,,,
Gaudinski_2001,Howland Forest,6,Nutrient Control Pit,Nutrient Control Pit_6_200457,,,2004,5,7,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,,,,,,,10966,,92,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_1997816,,,1997,8,16,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.02,,µmol m-2 s-1,,,UCI,2637,,116.40,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1997816,,,1997,8,16,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.24,,µmol m-2 s-1,,,UCI,2638,,103.87,,,,,,,,
Gaudinski_2001,Howland Forest,7,Tower Swamp 1,Tower Swamp 1_7_1997816,,,1997,8,16,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.72,,µmol m-2 s-1,,,UCI,2639,,50.89,,,,,,,,
Gaudinski_2001,Howland Forest,6,Tower Swamp 1,Tower Swamp 1_6_1997816,,,1997,8,16,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.15,,µmol m-2 s-1,,,UCI,2640,,107.06,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_199863,,,1998,6,3,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.30,,µmol m-2 s-1,,,UCI,3287,,100.35,,,,,,,,
Gaudinski_2001,Howland Forest,6,Tower Swamp 1,Tower Swamp 1_6_199863,,,1998,6,3,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.68,,µmol m-2 s-1,,,UCI,3288,,103.16,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Swamp 1,Tower Swamp 1_5_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.08,,µmol m-2 s-1,,,UCI,3331,,559.82,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.12,,µmol m-2 s-1,,,UCI,3332,,144.94,,,,,,,,
Gaudinski_2001,Howland Forest,6,Tower Swamp 1,Tower Swamp 1_6_199871,,,1998,7,1,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.16,,µmol m-2 s-1,,,UCI,3333,,255.62,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.29,,µmol m-2 s-1,,,UCI,3483,,127.4,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1998818,,,1998,8,18,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.60,,µmol m-2 s-1,,,UCI,3484,,92.0,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.75,,µmol m-2 s-1,,,UCI,3569,,128.9,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1998921,,,1998,9,21,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.04,,µmol m-2 s-1,,,UCI,3573,,350.86,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Swamp 1,Tower Swamp 1_5_1999430,,,1999,4,30,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.25,,µmol m-2 s-1,,,UCI,4635,,110.03,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1999430,,,1999,4,30,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,1.01,,µmol m-2 s-1,,,UCI,4636,,105.15,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_1999430,,,1999,4,30,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,0.58,,µmol m-2 s-1,,,UCI,4637,,107.47,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.91,,µmol m-2 s-1,,,UCI,4679,,94.07,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.51,,µmol m-2 s-1,,,UCI,4680,,91.95,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Swamp 1,Tower Swamp 1_5_199968,,,1999,6,8,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.62,,µmol m-2 s-1,,,UCI,4681,,86.19,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.97,,µmol m-2 s-1,,,UCI,4795,,109.79,,,,,,,,
Gaudinski_2001,Howland Forest,4,Tower Swamp 1,Tower Swamp 1_4_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,3.16,,µmol m-2 s-1,,,UCI,4796,,95.70,,,,,,,,
Gaudinski_2001,Howland Forest,5,Tower Swamp 1,Tower Swamp 1_5_1999712,,,1999,7,12,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,4.06,,µmol m-2 s-1,,,UCI,4797,,95.07,,,,,,,,
Gaudinski_2001,Howland Forest,3,Tower Swamp 1,Tower Swamp 1_3_1999813,,,1999,8,13,soil emission,,CO2,ecosystem,chamber,used 13C to correct 14C data for air,molecular sieve,45,mins,,,,,,2.98,,µmol m-2 s-1,,,UCI,4214,,87.45,,,,,,,,
