"","entry_name","doi","compilation_doi","curator_name","curator_organization","curator_email","modification_date_y","modification_date_m","modification_date_d","contact_name","contact_email","contact_orcid_id","bibliographical_reference","metadata_note","associated_datasets","template_version","site_name","site_lat","site_long","site_datum","site_elevation","site_note","plot_name","pro_name","pro_note","pro_lat","pro_long","pro_elevation","pro_treatment","pro_treatment_note","pro_comp","pro_reps","pro_MAT","pro_MAP","pro_peatland","pro_usda_soil_order","pro_soil_series","pro_soil_taxon","pro_soil_taxon_sys","pro_chrono_name","pro_soil_age","pro_soil_age_note","pro_MAST","pro_MASWC","pro_land_cover","pro_lc_phenology","pro_lc_leaf_type","pro_lc_photosyn_path","pro_veg_note","pro_NPP","pro_bedrock_depth","pro_complete","pro_depth_water","pro_thaw_depth","pro_parent_material","pro_parent_chem","pro_parent_material_notes","pro_2d_position","pro_aspect","pro_aspect_deg","pro_slope","pro_slope_shape","pro_drainage_class","pro_soc","pro_soc_sigma","pro_soc_depth","pro_catchment_area","pro_permafrost","pro_thermokarst","pro_deforested","pro_water_body","pro_water_body_name","ist_name","ist_obs_date_y","ist_obs_date_m","ist_obs_date_d","ist_all_org_neg","ist_depth","ist_notes","ist_phase","ist_analyte","ist_method","ist_storage_method","ist_time_dur","ist_temp","ist_source_O2","ist_source_H2O","ist_concentration","ist_concentration_units","ist_13c","ist_13c_sd","ist_18o","ist_2h","ist_rc_lab","ist_rc_lab_number","ist_rc_year","ist_14c","ist_14c_sigma","ist_14c_sd","ist_fraction_modern","ist_fraction_modern_sigma","ist_fraction_modern_sd"
"116","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_Old_Black_Spruce",55.877,-98.484,"WGS84",250,NA,NA,"OBSD","burned 1850 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NSA_OBS1-45",2003,7,13,NA,45,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,19.7,NA,NA,NA,NA,NA
"117","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1964burn_NSA",55.91398,-98.382698,"WGS84",250,"flux tower site",NA,"T64D","burned 1964 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T64D-6",2003,7,13,NA,6,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,-18.5,NA,NA,NA,NA,NA,2003,328.4,NA,NA,NA,NA,NA
"118","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1964burn_NSA",55.91398,-98.382698,"WGS84",250,"flux tower site",NA,"T64D","burned 1964 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T64D-30",2003,7,13,NA,30,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,-125,NA,NA,NA,NA,NA
"119","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1964burn_NSA",55.91398,-98.382698,"WGS84",250,"flux tower site",NA,"T64D","burned 1964 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T64D-50",2003,7,13,NA,50,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,-189.6,NA,NA,NA,NA,NA
"120","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1930burn",55.90497,-98.52572,"WGS84",250,NA,NA,"T30D","burned 1930 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T30D-11",2003,7,13,NA,11,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,92.7,NA,NA,NA,NA,NA
"121","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1930burn",55.90497,-98.52572,"WGS84",250,NA,NA,"T30D","burned 1930 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T30D-29",2003,7,13,NA,29,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,87.47,NA,NA,NA,NA,NA
"122","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1930burn",55.90497,-98.52572,"WGS84",250,NA,NA,"T30D","burned 1930 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T30D-41",2003,7,13,NA,41,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,71.8,NA,NA,NA,NA,NA
"123","Czimczik_2007","10.1029/2006jg000389",NA,"Susan Trumbore","MPI-BGC","trumbore@bgc-jena.mpg.de",2018,11,15,"Susan Trumbore","trumbore@bgc-jena.mpg.de",NA,"Czimczik, C. I., Trumbore, S. E., 2007, Short-term controls on the age of microbial carbon sources in boreal forest soils, Journal of Geophysical Research-Biogeosciences, 112: G03001","for later incubations and fluxes sampled from the same sites","Winston, G. C., Sundquist, E. T., Stephens, B. B., Trumbore, S. E. (1997). Winter CO2 fluxes in a boreal forest. Journal of Geophysical Research-Atmospheres, 102(D24), 28795-28804. doi:10.1029/97JD01115.",NA,"CZ_1930burn",55.90497,-98.52572,"WGS84",250,NA,NA,"T30D","burned 1930 dry",NA,NA,NA,"control",NA,NA,NA,-3.2,510,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,"forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,"sedimentary-clastics","felsic","Lake sediment with carbonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T30D-55",2003,7,13,NA,55,NA,"gas","CO2","equilibrate","flask",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,36.54,NA,NA,NA,NA,NA
"124","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep1",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"125","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep2",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"126","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep3",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"127","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep4",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"128","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep5",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"129","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep6",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"130","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep7",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"131","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_20_rep8",2007,NA,NA,NA,20,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"132","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_30_rep1",2007,NA,NA,NA,30,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"133","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_30_rep2",2007,NA,NA,NA,30,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"134","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_30_rep3",2007,NA,NA,NA,30,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"135","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_30_rep4",2007,NA,NA,NA,30,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
"136","Czimczik_2010","10.1657/1938-4246-42.3.342",NA,"Bastian Gessler","FSU Jena","bastian.gessler@uni-jena.de",2018,11,15,"Claudia I. Czimczik","czimczik@uci.edu",NA,"Czimczik CI, Welker JM, 2010, Radiocarbon conten of CO2 respired from High Arctic Tundra in northwest Greenland, Artic, Antartic, and Alpine Research, 42, 342-350","Flux 14C and interstitial 14C data could be extracted from figures, but raw data were not available",NA,NA,"South Mountain",76.5102778,-68.6705555555555,"WGS84",213,"data from Howath, 2007, Quantification and Spatial Assessment of High Arctic Soil Organic Carbon Storage in Northwest Greenland, PhD thesis",NA,"SM_Ridges",NA,NA,NA,NA,"control",NA,NA,NA,-11.6,112,NA,NA,NA,"Cryosol","USDA",NA,NA,NA,NA,NA,"bare",NA,NA,NA,"however: arctic tundra; vegetation only present in throughs (Walker et al., 2008)",NA,NA,NA,NA,910,NA,NA,NA,NA,NA,180,3,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,"SM_Ridges_30_rep5",2007,NA,NA,NA,30,NA,"gas","CO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI",NA,NA,NA,NA,NA,NA,NA,NA
