"","entry_name","doi","compilation_doi","curator_name","curator_organization","curator_email","modification_date_y","modification_date_m","modification_date_d","contact_name","contact_email","contact_orcid_id","bibliographical_reference","metadata_note","associated_datasets","template_version","site_name","site_lat","site_long","site_datum","site_elevation","site_note","plot_name.x","pro_name","pro_note","pro_lat","pro_long","pro_elevation","pro_treatment","pro_treatment_note","pro_comp","pro_reps","pro_MAT","pro_MAP","pro_peatland","pro_usda_soil_order","pro_soil_series","pro_soil_taxon","pro_soil_taxon_sys","pro_chrono_name","pro_soil_age","pro_soil_age_note","pro_MAST","pro_MASWC","pro_land_cover","pro_lc_phenology","pro_lc_leaf_type","pro_lc_photosyn_path","pro_veg_note","pro_NPP","pro_bedrock_depth","pro_complete","pro_depth_water","pro_thaw_depth","pro_parent_material","pro_parent_chem","pro_parent_material_notes","pro_2d_position","pro_aspect","pro_aspect_deg","pro_slope","pro_slope_shape","pro_drainage_class","pro_soc","pro_soc_sigma","pro_soc_depth","pro_catchment_area","pro_permafrost","pro_thermokarst","pro_deforested","pro_water_body","pro_water_body_name","plot_name.y","flx_name","flx_lat","flx_long","flx_obs_date_y","flx_obs_date_m","flx_obs_date_d","flx_notes","flx_pathway","flx_pathway_note","flx_analyte","flx_ecosystem_component","flx_method","flx_method_note","flx_storage_method","flx_duration","flx_duration_units","flx_keeling_plot","flx_atm_correction","flx_source_temp","flx_source_O2","flx_source_H2O","flx_rate","flx_rate_sd","flx_rate_units","flx_analyte_conc","flx_discharge_rate","flx_aquatic_ph","flx_aquatic_cond","flx_13c","flx_13c_sd","flx_18o","flx_2h","flx_rc_lab","flx_rc_lab_number","flx_rc_year","flx_14c","flx_14c_sigma","flx_14c_sd","flx_fraction_modern","flx_fraction_modern_sigma","flx_fraction_modern_sd"
"11","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"59.416667  -133.666667",59.416667,-133.666667,NA,NA,"Glacial Not Yedoma",NA,"Atlin lake 3","Glacial waters",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Atlin lake 3_DOC 1",NA,NA,2006,7,6,NA,"dissolved","Glacial water","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3252,NA,NA
"12","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"59.5  -133.716667",59.5,-133.716667,NA,NA,"Glacial Not Yedoma",NA,"Atlin lake 4","Glacial waters",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Atlin lake 4_DOC 1",NA,NA,2006,7,6,NA,"dissolved","Glacial water","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2839,NA,NA
"13","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"59.666667  -133.816667",59.666667,-133.816667,NA,NA,"Glacial Not Yedoma",NA,"Atlin River ","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Atlin River_DOC 1",NA,NA,2004,8,26,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"59.666667  -133.816667",59.666667,-133.816667,NA,NA,"Glacial Not Yedoma",NA,"Atlin River ","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Atlin River_DOC 2",NA,NA,2004,8,26,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"59.666667  -133.816667",59.666667,-133.816667,NA,NA,"Glacial Not Yedoma",NA,"Atlin River ","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Atlin River_DOC 3",NA,NA,2004,8,26,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5506,NA,NA
"16","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.166667  -134.833333",60.166667,-134.833333,NA,NA,"Glacial Not Yedoma",NA,"Nares River","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Nares River_DOC 1",NA,NA,2004,8,25,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.166667  -134.833333",60.166667,-134.833333,NA,NA,"Glacial Not Yedoma",NA,"Nares River","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Nares River_DOC 2",NA,NA,2004,8,25,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.166667  -134.833333",60.166667,-134.833333,NA,NA,"Glacial Not Yedoma",NA,"Nares River","Glaciated Catchment",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Nares River_DOC 3",NA,NA,2004,8,25,NA,"dissolved","Tributary/Glaciated catchment","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7822,NA,NA
"19","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.683333  -135.833333",60.683333,-135.833333,NA,NA,"MainStem_LAR Not Yedoma",NA,"Yukon River - Whitehorse ","Yukon River Main Stem",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Yukon River - Whitehorse_DOC 1",NA,NA,2004,8,27,NA,"dissolved","MainStem","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.683333  -135.833333",60.683333,-135.833333,NA,NA,"MainStem_LAR Not Yedoma",NA,"Yukon River - Whitehorse ","Yukon River Main Stem",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Yukon River - Whitehorse_DOC 2",NA,NA,2004,8,27,NA,"dissolved","MainStem","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"60.683333  -135.833333",60.683333,-135.833333,NA,NA,"MainStem_LAR Not Yedoma",NA,"Yukon River - Whitehorse ","Yukon River Main Stem",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Yukon River - Whitehorse_DOC 3",NA,NA,2004,8,27,NA,"dissolved","MainStem","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8023,NA,NA
"22","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"61.833333  -135.016667",61.833333,-135.016667,NA,NA,"Tributary Not Yedoma",NA,"Big Salmon River ","Nonglaciated Clearwaters ",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Big Salmon River_DOC 1",NA,NA,2004,8,30,NA,"dissolved","Tributary","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"61.833333  -135.016667",61.833333,-135.016667,NA,NA,"Tributary Not Yedoma",NA,"Big Salmon River ","Nonglaciated Clearwaters ",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Big Salmon River_DOC 2",NA,NA,2004,8,30,NA,"dissolved","Tributary","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"61.833333  -135.016667",61.833333,-135.016667,NA,NA,"Tributary Not Yedoma",NA,"Big Salmon River ","Nonglaciated Clearwaters ",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Big Salmon River_DOC 3",NA,NA,2004,8,30,NA,"dissolved","Tributary","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905,NA,NA
"25","Aiken_2014","10.1002/2013GB004764",NA,"Gavin McNicol","Stanford University","gmcnicol@stanford.edu",2019,8,12,"Cristian Estop-Aragones","estopara@ualberta.ca",NA,"Estop-Aragones 2018",NA,NA,20190812,"61.933333  -162.866667",61.933333,-162.866667,NA,NA,"MainStem_LAR Not Yedoma",NA,"Yukon River at Pilot Station ","Yukon River Main Stem",NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,"Gelisols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"River","Yukon",NA,"Yukon River at Pilot Station_DOC 1",NA,NA,2004,8,18,NA,"dissolved","MainStem","DOC","aquatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
