"","entry_name","doi","compilation_doi","curator_name","curator_organization","curator_email","modification_date_y","modification_date_m","modification_date_d","contact_name","contact_email","contact_orcid_id","bibliographical_reference","metadata_note","associated_datasets","template_version","site_name","site_lat","site_long","site_datum","site_elevation","site_note","plot_name.x","pro_name","pro_note","pro_lat","pro_long","pro_elevation","pro_treatment","pro_treatment_note","pro_comp","pro_reps","pro_MAT","pro_MAP","pro_usda_soil_order","pro_soil_series","pro_soil_taxon","pro_soil_taxon_sys","pro_chrono_name","pro_soil_age","pro_soil_age_note","pro_MAST","pro_MASWC","pro_land_cover","pro_lc_phenology","pro_lc_leaf_type","pro_lc_photosyn_path","pro_veg_note","pro_NPP","pro_bedrock_depth","pro_complete","pro_depth_water","pro_thaw_depth","pro_parent_material","pro_parent_chem","pro_parent_material_notes","pro_2d_position","pro_aspect","pro_aspect_deg","pro_slope","pro_slope_shape","pro_drainage_class","pro_soc","pro_soc_sigma","pro_soc_depth","pro_catchment_area","pro_permafrost","pro_thermokarst","pro_deforested","pro_water_body","pro_water_body_name","pro_graven_zone","pro_bio1","pro_bio2","pro_bio3","pro_bio4","pro_bio5","pro_bio6","pro_bio7","pro_bio8","pro_bio9","pro_bio10","pro_bio11","pro_bio12","pro_bio13","pro_bio14","pro_bio15","pro_bio16","pro_bio17","pro_bio18","pro_bio19","pro_PET","pro_SG_BD_0cm","pro_SG_BD_10cm","pro_SG_BD_30cm","pro_SG_BD_60cm","pro_SG_BD_100cm","pro_SG_BD_200cm","pro_SG_clay_0cm","pro_SG_clay_10cm","pro_SG_clay_30cm","pro_SG_clay_60cm","pro_SG_clay_100cm","pro_SG_clay_200cm","pro_SG_coarse_0cm","pro_SG_coarse_10cm","pro_SG_coarse_30cm","pro_SG_coarse_60cm","pro_SG_coarse_100cm","pro_SG_coarse_200cm","pro_SG_orgC_0cm","pro_SG_orgC_10cm","pro_SG_orgC_30cm","pro_SG_orgC_60cm","pro_SG_orgC_100cm","pro_SG_orgC_200cm","pro_SG_Cstock_0_10cm","pro_SG_Cstock_10_30cm","pro_SG_Cstock_30_60cm","pro_SG_Cstock_60_100cm","pro_SG_Cstock_100_200cm","pro_0.5_landCover_MODIS","pro_0.5_landCover","pro_0.5_MAP","pro_0.5_MAT","pro_0.5_USDA","plot_name.y","flx_name","flx_lat","flx_long","flx_obs_date_y","flx_obs_date_m","flx_obs_date_d","flx_notes","flx_pathway","flx_pathway_note","flx_analyte","flx_ecosystem_component","flx_method","flx_method_note","flx_storage_method","flx_duration","flx_duration_units","flx_keeling_plot","flx_atm_correction","flx_source_temp","flx_source_O2","flx_source_H2O","flx_rate","flx_rate_sd","flx_rate_units","flx_analyte_conc","flx_discharge_rate","flx_aquatic_ph","flx_aquatic_cond","flx_13c","flx_13c_sd","flx_18o","flx_2h","flx_rc_lab","flx_rc_lab_number","flx_rc_year","flx_14c","flx_14c_sigma","flx_14c_sd","flx_fraction_modern","flx_fraction_modern_sigma","flx_fraction_modern_sd","flx_graven_atm","flx_dd14c"
"190","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Tower Pit_5_1999813",NA,NA,1999,8,13,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,4.20162037037037,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","4212",NA,108.161052722866,NA,NA,1.11474921708875,NA,NA,94.1,14.061052722866
"191","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","8","Tower Pit_8_1999101",NA,NA,1999,10,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,7.92488425925926,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","4371",NA,124.752679666494,NA,NA,1.13143948345409,NA,NA,94.1,30.652679666494
"192","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Tower Pit_5_1999101",NA,NA,1999,10,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,3.5393287037037,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","4372",NA,112.356962109695,NA,NA,1.11897007171313,NA,NA,94.1,18.256962109695
"193","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","3","Tower Pit_3_1999101",NA,NA,1999,10,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,3.8644212962963,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","4373",NA,132.347408040134,NA,NA,1.13907936349474,NA,NA,94.1,38.247408040134
"194","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","3","Tower Pit_3_2000519",NA,NA,2000,5,19,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,1.00925925925926,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","5425",NA,131.397355076125,NA,NA,1.13826134948718,NA,NA,88.3,43.097355076125
"195","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Tower Pit_5_2000519",NA,NA,2000,5,19,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,0.87962962962963,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","5426",NA,121.288908944576,NA,NA,1.12809157714036,NA,NA,88.3,32.988908944576
"196","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","8","Tower Pit_8_2000520",NA,NA,2000,5,20,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,1.78240740740741,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","5427",NA,130.944472550736,NA,NA,1.1378057194009,NA,NA,88.3,42.644472550736
"197","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","1","Tower Pit_1_200457",NA,NA,2004,5,7,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI","10961",NA,97.4,NA,NA,1.10459209899875,NA,NA,65.4,32
"198","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Tower Pit_5_200457",NA,NA,2004,5,7,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI","10962",NA,70.6,NA,NA,1.07761645816299,NA,NA,65.4,5.19999999999999
"199","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Tower Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","7","Tower Pit_7_200457",NA,NA,2004,5,7,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UCI","10963",NA,79.4,NA,NA,1.08647413127324,NA,NA,65.4,14
"200","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Nutrient Control Pit_5_199863",NA,NA,1998,6,3,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,3.05648148148148,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3285",NA,138.610564156408,NA,NA,1.14524120669573,NA,NA,99.2,39.410564156408
"201","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","3","Nutrient Control Pit_3_199863",NA,NA,1998,6,3,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,2.40393518518519,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3286",NA,148.683773119805,NA,NA,1.15537307649538,NA,NA,99.2,49.483773119805
"202","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","3","Nutrient Control Pit_3_199871",NA,NA,1998,7,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,4.825,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3328",NA,157.582435530312,NA,NA,1.16432355982814,NA,NA,99.2,58.382435530312
"203","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","4","Nutrient Control Pit_4_199871",NA,NA,1998,7,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,3.05277777777778,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3329",NA,144.341999446638,NA,NA,1.15100601871707,NA,NA,99.2,45.141999446638
"204","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Nutrient Control Pit_5_199871",NA,NA,1998,7,1,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,6.10115740740741,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3330",NA,150.341284597763,NA,NA,1.15704024040979,NA,NA,99.2,51.141284597763
"205","Gaudinski_2001","israd",NA,"J. Beem-Miller","MPI-BGC","jbeem@bgc-jena.mpg.de",2018,1,19,"J. Gaudinski","jgaudins@ucsc.edu",NA,"Gaudinski, J., 2001, Belowground carbon cycling in three temperate forests of the eastern United States, University of California Irvine, Ph.D. thesis","Incubation and radiocarbon data; added some wetland data that are not published elsewhere but were collected at the same time",NA,NA,"Howland Forest",45.167,-68.667,NA,60,NA,NA,"Nutrient Control Pit",NA,45.167,-68.667,NA,"control",NA,NA,NA,5.5,1000,"Spodosols",NA,"Typic Haplorthods","USDA",NA,NA,NA,NA,NA,"forest",NA,NA,NA,"Picea rubens, Abies balsamea, Tsuga canadensis",NA,NA,NA,NA,NA,"igneous intrusive","felsic","Granitic till",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"north",55,124,29,9939,260,-157,417,9,-66,179,-80,1055,114,74,12,304,227,266,253,599,115,124,149,170,180,182,12,12,12,12,13,13,7,7,7,7,7,8,13,8,4,1,1,0,6,8,6,3,4,5,1,1016.46997070312,4.74749994277954,"Spodisol","5","Nutrient Control Pit_5_1998818",NA,NA,1998,8,18,NA,"soil emission",NA,"CO2","ecosystem","chamber","used 13C to correct 14C data for air","molecular sieve",45,"mins",NA,NA,NA,NA,NA,4.43865740740741,NA,"µmol m-2 s-1",NA,NA,NA,NA,NA,NA,NA,NA,"UCI","3478",NA,105.139047452365,NA,NA,1.11157477026276,NA,NA,99.2,5.939047452365
